mf_scheme_code,scheme_name_raw,fund_name_base,isin_growth,fund_house,scheme_category,scheme_type,sync_status,nav_rows,first_nav_date,last_nav_date
152067,quant Teck Fund - Growth Option - Direct Plan,quant Teck Fund,INF966L01CT6,quant Mutual Fund,Equity Scheme - Sectoral/ Thematic,Open Ended Schemes,ok,662,2023-09-12,2026-05-26
152071,WhiteOak Capital Multi Cap Fund Direct Plan Growth,WhiteOak Capital Multi Cap Fund Direct Plan Growth,INF03VN01803,WhiteOak Capital Mutual Fund,Equity Scheme - Multi Cap Fund,Open Ended Schemes,ok,654,2023-09-25,2026-05-26
152076,360 ONE Balanced Hybrid Fund- Direct Plan - Growth,360 ONE Balanced Hybrid Fund,INF579M01AY9,360 ONE Mutual Fund,Hybrid Scheme - Balanced Hybrid Fund,Open Ended Schemes,ok,638,2023-10-03,2026-05-26
152077,Bajaj Finserv Arbitrage Fund-Direct Plan-Growth,Bajaj Finserv Arbitrage Fund,INF0QA701524,Bajaj Finserv Mutual Fund,Hybrid Scheme - Arbitrage Fund,Open Ended Schemes,ok,658,2023-09-18,2026-05-26
152082,HDFC Pharma and Healthcare Fund - Growth Option - Direct Plan,HDFC Pharma and Healthcare Fund,INF179KC1HO1,HDFC Mutual Fund,Equity Scheme - Sectoral/ Thematic,Open Ended Schemes,ok,649,2023-10-04,2026-05-26
152087,UTI Innovation Fund - Direct Plan - Growth Option,UTI Innovation Fund,INF789F1AZA4,UTI Mutual Fund,Equity Scheme - Sectoral/ Thematic,Open Ended Schemes,ok,639,2023-10-18,2026-05-26
152094,Edelweiss Multi Cap Fund - Direct Plan - Growth,Edelweiss Multi Cap Fund,INF754K01SD8,Edelweiss Mutual Fund,Equity Scheme - Multi Cap Fund,Open Ended Schemes,ok,633,2023-10-30,2026-05-26
152107,QUANTUM SMALL CAP FUND - DIRECT PLAN GROWTH OPTION,QUANTUM SMALL CAP FUND,INF082J01432,Quantum Mutual Fund,Equity Scheme - Small Cap Fund,Open Ended Schemes,ok,625,2023-11-03,2026-05-26
152109,Parag Parikh Arbitrage Fund - Direct Plan Growth,Parag Parikh Arbitrage Fund - Direct Plan Growth,INF879O01225,PPFAS Mutual Fund,Hybrid Scheme - Arbitrage Fund,Open Ended Schemes,ok,628,2023-11-03,2026-05-26
152128,Baroda BNP Paribas Small Cap Fund - Direct Plan - Growth option,Baroda BNP Paribas Small Cap Fund,INF251K01SR5,Baroda BNP Paribas Mutual Fund,Equity Scheme - Small Cap Fund,Open Ended Schemes,ok,630,2023-11-01,2026-05-26
152132,WhiteOak Capital Balanced Hybrid Fund Direct Plan Growth,WhiteOak Capital Balanced Hybrid Fund Direct Plan Growth,INF03VN01829,WhiteOak Capital Mutual Fund,Hybrid Scheme - Balanced Hybrid Fund,Open Ended Schemes,ok,620,2023-10-30,2026-05-26
152135,Helios Flexi Cap Fund - Direct Plan - Growth Option,Helios Flexi Cap Fund,INF0R8701046,Helios Mutual Fund,Equity Scheme - Flexi Cap Fund,Open Ended Schemes,ok,622,2023-11-15,2026-05-26
152158,Aditya Birla Sun Life Transportation and Logistics Fund-Direct Growth,Aditya Birla Sun Life Transportation and Logistics Fund-Direct Growth,INF209KB15X7,Aditya Birla Sun Life Mutual Fund,Equity Scheme - Sectoral/ Thematic,Open Ended Schemes,ok,617,2023-11-21,2026-05-26
152169,Kotak Consumption Fund - Direct plan - Growth Option,Kotak Consumption Fund,INF174KA1PP8,Kotak Mahindra Mutual Fund,Equity Scheme - Sectoral/ Thematic,Open Ended Schemes,ok,616,2023-11-22,2026-05-26
152188,Samco Dynamic Asset Allocation Fund - Direct Plan - Growth Option,Samco Dynamic Asset Allocation Fund,INF0K1H01131,Samco Mutual Fund,Hybrid Scheme - Dynamic Asset Allocation or Balanced Advantage,Open Ended Schemes,ok,587,2024-01-04,2026-05-26
152189,quant Momentum Fund - Growth Option - Direct Plan,quant Momentum Fund,INF966L01CZ3,quant Mutual Fund,Equity Scheme - Sectoral/ Thematic,Open Ended Schemes,ok,617,2023-11-21,2026-05-26
152194,Bajaj Finserv Balanced Advantage Fund-Direct Plan-Growth,Bajaj Finserv Balanced Advantage Fund,INF0QA701656,Bajaj Finserv Mutual Fund,Hybrid Scheme - Dynamic Asset Allocation or Balanced Advantage,Open Ended Schemes,ok,599,2023-12-18,2026-05-26
152202,Axis India Manufacturing Fund - Direct Plan - Growth,Axis India Manufacturing Fund,INF846K016S3,Axis Mutual Fund,Equity Scheme - Sectoral/ Thematic,Open Ended Schemes,ok,600,2023-12-27,2026-05-26
152206,DSP Banking & Financial Services Fund - Direct - Growth,DSP Banking & Financial Services Fund,INF740KA1TQ3,DSP Mutual Fund,Equity Scheme - Sectoral/ Thematic,Open Ended Schemes,ok,604,2023-12-11,2026-05-26
152214,Kotak Healthcare Fund - Direct Plan - Growth Option,Kotak Healthcare Fund,INF174KA1PZ7,Kotak Mahindra Mutual Fund,Equity Scheme - Sectoral/ Thematic,Open Ended Schemes,ok,599,2023-12-18,2026-05-26
152226,Whiteoak Capital Large & Mid Cap Fund Direct Plan Growth,Whiteoak Capital Large & Mid Cap Fund Direct Plan Growth,INF03VN01845,WhiteOak Capital Mutual Fund,Equity Scheme - Large & Mid Cap Fund,Open Ended Schemes,ok,594,2023-12-26,2026-05-26
152237,Motilal Oswal Small Cap Fund - Direct - Growth,Motilal Oswal Small Cap Fund,INF247L01BY3,Motilal Oswal Mutual Fund,Equity Scheme - Small Cap Fund,Open Ended Schemes,ok,591,2023-12-29,2026-05-26
152254,Groww Banking & Financial Services Fund - Direct Plan - Growth,Groww Banking & Financial Services Fund,INF666M01HS1,Groww Mutual Fund,Equity Scheme - Sectoral/ Thematic,Open Ended Schemes,ok,565,2024-02-07,2026-05-26
152255,quant Commodities Fund - Growth Option - Direct Plan,quant Commodities Fund,INF966L01DF3,quant Mutual Fund,Equity Scheme - Sectoral/ Thematic,Open Ended Schemes,ok,592,2023-12-28,2026-05-26
152310,DSP Multicap Fund - Direct - Growth,DSP Multicap Fund,INF740KA1UC1,DSP Mutual Fund,Equity Scheme - Multi Cap Fund,Open Ended Schemes,ok,570,2024-01-31,2026-05-26
152314,Sundaram Multi Asset Allocation Fund Direct Plan Growth,Sundaram Multi Asset Allocation Fund Direct Plan Growth,INF903JA1LK9,Sundaram Mutual Fund,Hybrid Scheme - Multi Asset Allocation,Open Ended Schemes,ok,572,2024-01-29,2026-05-26
152321,WhiteOak Capital Banking & Financial Services Fund - Direct Growth,WhiteOak Capital Banking & Financial Services Fund - Direct Growth,INF03VN01860,WhiteOak Capital Mutual Fund,Equity Scheme - Sectoral/ Thematic,Open Ended Schemes,ok,565,2024-02-07,2026-05-26
152324,Bandhan Multi Asset Allocation Fund - Direct Plan - Growth,Bandhan Multi Asset Allocation Fund,INF194KB1HM7,Bandhan Mutual Fund,Hybrid Scheme - Multi Asset Allocation,Open Ended Schemes,ok,577,2024-02-01,2026-05-26
152336,quant Consumption Fund - Growth Option - Direct Plan,quant Consumption Fund,INF966L01DN7,quant Mutual Fund,Equity Scheme - Sectoral/ Thematic,Open Ended Schemes,ok,573,2024-01-25,2026-05-26
152344,Mirae Asset Multi Asset Allocation Fund - Direct Plan - Growth,Mirae Asset Multi Asset Allocation Fund,INF769K01KZ6,Mirae Asset Mutual Fund,Hybrid Scheme - Multi Asset Allocation,Open Ended Schemes,ok,569,2024-02-01,2026-05-26
152349,WhiteOak Capital Pharma and Heathcare Fund Direct Plan Growth,WhiteOak Capital Pharma and Heathcare Fund Direct Plan Growth,INF03VN01886,WhiteOak Capital Mutual Fund,Equity Scheme - Sectoral/ Thematic,Open Ended Schemes,ok,565,2024-02-07,2026-05-26
152354,Motilal Oswal Large Cap Direct Plan Growth,Motilal Oswal Large Cap Direct Plan Growth,INF247L01CE3,Motilal Oswal Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,ok,562,2024-02-12,2026-05-26
152358,Old Bridge Focused Fund - Direct Growth,Old Bridge Focused Fund - Direct Growth,INF0S5R01042,Old Bridge Mutual Fund,Equity Scheme - Focused Fund,Open Ended Schemes,ok,574,2024-01-25,2026-05-26
152380,HSBC Multi Asset Allocation Fund - Direct - Growth,HSBC Multi Asset Allocation Fund,INF336L01RI3,HSBC Mutual Fund,Hybrid Scheme - Multi Asset Allocation,Open Ended Schemes,ok,548,2024-03-01,2026-05-26
152382,PGIM India Large and Midcap Fund - Direct Plan - Growth Option,PGIM India Large and Midcap Fund,INF663L01Y12,PGIM India Mutual Fund,Equity Scheme - Large & Mid Cap Fund,Open Ended Schemes,ok,558,2024-02-16,2026-05-26
152396,Bank of India Multi Asset Allocation Fund-Direct Plan-Growth,Bank of India Multi Asset Allocation Fund,INF761K01FZ3,Bank of India Mutual Fund,Hybrid Scheme - Multi Asset Allocation,Open Ended Schemes,ok,537,2024-03-01,2026-05-26
152408,Bajaj Finserv Large and Mid Cap Fund- Direct Plan- Growth,Bajaj Finserv Large and Mid Cap Fund,INF0QA701763,Bajaj Finserv Mutual Fund,Equity Scheme - Large & Mid Cap Fund,Open Ended Schemes,ok,549,2024-02-29,2026-05-26
152409,Union Business Cycle Fund - Direct Plan - Growth Option,Union Business Cycle Fund,INF582M01JQ0,Union Mutual Fund,Equity Scheme - Sectoral/ Thematic,Open Ended Schemes,ok,542,2024-03-12,2026-05-26
152415,quant PSU Fund - Growth Option - Direct Plan,quant PSU Fund,INF966L01DT4,quant Mutual Fund,Equity Scheme - Sectoral/ Thematic,Open Ended Schemes,ok,555,2024-02-21,2026-05-26
152417,SBI Energy Opportunities Fund - Direct Plan - Growth,SBI Energy Opportunities Fund,INF200KB1126,SBI Mutual Fund,Equity Scheme - Sectoral/ Thematic,Open Ended Schemes,ok,556,2024-03-01,2026-05-26
152437,Edelweiss Technology Fund - Direct Plan - Growth,Edelweiss Technology Fund,INF754K01SK3,Edelweiss Mutual Fund,Equity Scheme - Sectoral/ Thematic,Open Ended Schemes,ok,543,2024-03-07,2026-05-26
152443,Mahindra Manulife Multi Asset Allocation Fund- Direct Plan - Growth,Mahindra Manulife Multi Asset Allocation Fund,INF174V01BW2,Mahindra Manulife Mutual Fund,Hybrid Scheme - Multi Asset Allocation,Open Ended Schemes,ok,539,2024-03-15,2026-05-26
152450,Canara Robeco Manufacturing Fund - Direct Plan - Growth Option,Canara Robeco Manufacturing Fund,INF760K01KZ5,Canara Robeco Mutual Fund,Equity Scheme - Sectoral/ Thematic,Open Ended Schemes,ok,539,2024-03-15,2026-05-26
152462,Kotak Technology Fund - Direct Plan - Growth Option,Kotak Technology Fund,INF174KA1QZ5,Kotak Mahindra Mutual Fund,Equity Scheme - Sectoral/ Thematic,Open Ended Schemes,ok,544,2024-03-07,2026-05-26
152468,Parag Parikh Dynamic Asset Allocation Fund - Direct Plan Growth,Parag Parikh Dynamic Asset Allocation Fund - Direct Plan Growth,INF879O01266,PPFAS Mutual Fund,Hybrid Scheme - Dynamic Asset Allocation or Balanced Advantage,Open Ended Schemes,ok,541,2024-02-28,2026-05-26
152470,Baroda BNP Paribas Innovation Fund Direct plan - Growth Option,Baroda BNP Paribas Innovation Fund,INF251K01TE1,Baroda BNP Paribas Mutual Fund,Equity Scheme - Sectoral/ Thematic,Open Ended Schemes,ok,544,2024-03-07,2026-05-26
152474,Quantum Multi Asset Allocation Fund - Direct Plan Growth Option,Quantum Multi Asset Allocation Fund,INF082J01457,Quantum Mutual Fund,Hybrid Scheme - Multi Asset Allocation,Open Ended Schemes,ok,543,2024-03-07,2026-05-26
152509,Helios Balanced Advantage Fund- Direct Plan- Growth Option,Helios Balanced Advantage Fund,INF0R8701145,Helios Mutual Fund,Hybrid Scheme - Dynamic Asset Allocation or Balanced Advantage,Open Ended Schemes,ok,531,2024-03-28,2026-05-26
152537,PGIM India Retirement Fund - Direct Plan - Growth Option,PGIM India Retirement Fund,INF663L01Y61,PGIM India Mutual Fund,Solution Oriented Scheme - Retirement Fund,Open Ended Schemes,ok,519,2024-04-19,2026-05-29
152584,TRUSTMF Flexi Cap Fund-Direct Plan- Growth,TRUSTMF Flexi Cap Fund,INF0GCD01743,Trust Mutual Fund,Equity Scheme - Flexi Cap Fund,Open Ended Schemes,ok,512,2024-04-29,2026-05-26
152586,Samco Special Opportunities Fund - Direct Plan - Growth,Samco Special Opportunities Fund,INF0K1H01180,Samco Mutual Fund,Equity Scheme - Sectoral/ Thematic,Open Ended Schemes,ok,480,2024-06-13,2026-05-26
152600,HDFC Manufacturing fund - Growth Option - Direct Plan,HDFC Manufacturing fund,INF179KC1II1,HDFC Mutual Fund,Equity Scheme - Sectoral/ Thematic,Open Ended Schemes,ok,499,2024-05-16,2026-05-26
152607,Bandhan Innovation Fund - Direct Plan - Growth,Bandhan Innovation Fund,INF194KB1IE2,Bandhan Mutual Fund,Equity Scheme - Sectoral/ Thematic,Open Ended Schemes,ok,517,2024-05-02,2026-05-26
152614,JM Small Cap Fund (Direct) - Growth Option,JM Small Cap Fund,INF192K01NH3,JM Financial Mutual Fund,Equity Scheme - Small Cap Fund,Open Ended Schemes,ok,474,2024-06-24,2026-05-26
152639,Bajaj Finserv Multi Asset Allocation Fund - Direct Growth,Bajaj Finserv Multi Asset Allocation Fund - Direct Growth,INF0QA701821,Bajaj Finserv Mutual Fund,Hybrid Scheme - Multi Asset Allocation,Open Ended Schemes,ok,485,2024-06-06,2026-05-26
152644,WhiteOak Capital Special Opportunities Fund - Direct Growth,WhiteOak Capital Special Opportunities Fund - Direct Growth,INF03VN01902,WhiteOak Capital Mutual Fund,Equity Scheme - Sectoral/ Thematic,Open Ended Schemes,ok,486,2024-06-05,2026-05-26
152651,Motilal Oswal Multi Cap Fund-Direct Plan Growth,Motilal Oswal Multi Cap Fund - Direct Plan Growth,INF247L01CL8,Motilal Oswal Mutual Fund,Equity Scheme - Multi Cap Fund,Open Ended Schemes,ok,475,2024-06-21,2026-05-26
152657,SBI Automotive Opportunities Fund - Direct Plan - Growth,SBI Automotive Opportunities Fund,INF200KB1183,SBI Mutual Fund,Equity Scheme - Sectoral/ Thematic,Open Ended Schemes,ok,489,2024-06-12,2026-05-26
152672,Mahindra Manulife Manufacturing Fund - Direct Plan - Growth,Mahindra Manulife Manufacturing Fund,INF174V01CC2,Mahindra Manulife Mutual Fund,Equity Scheme - Sectoral/ Thematic,Open Ended Schemes,ok,472,2024-06-26,2026-05-26
152677,Sundaram Business Cycle Fund Direct Plan Growth,Sundaram Business Cycle Fund Direct Plan Growth,INF903JA1LQ6,Sundaram Mutual Fund,Equity Scheme - Sectoral/ Thematic,Open Ended Schemes,ok,472,2024-06-26,2026-05-26
152679,Helios Financial Services Fund - Direct Plan - Growth Option,Helios Financial Services Fund,INF0R8701202,Helios Mutual Fund,Equity Scheme - Sectoral/ Thematic,Open Ended Schemes,ok,473,2024-06-25,2026-05-26
152684,Aditya Birla Sun Life Quant Fund - Direct Growth,Aditya Birla Sun Life Quant Fund - Direct Growth,INF209KC1118,Aditya Birla Sun Life Mutual Fund,Equity Scheme - Sectoral/ Thematic,Open Ended Schemes,ok,469,2024-07-01,2026-05-26
152688,Canara Robeco Balanced Advantage Fund - Direct Plan - Growth Option,Canara Robeco Balanced Advantage Fund,INF760K01LD0,Canara Robeco Mutual Fund,Hybrid Scheme - Dynamic Asset Allocation or Balanced Advantage,Open Ended Schemes,ok,444,2024-08-06,2026-05-26
152694,Motilal Oswal Quant Fund - Direct - Growth,Motilal Oswal Quant Fund,INF247L01CS3,Motilal Oswal Mutual Fund,Equity Scheme - Sectoral/ Thematic,Open Ended Schemes,ok,483,2024-06-10,2026-05-26
152697,Baroda BNP Paribas Manufacturing Fund - Direct Plan - Growth Option,Baroda BNP Paribas Manufacturing Fund,INF251K01TP7,Baroda BNP Paribas Mutual Fund,Equity Scheme - Sectoral/ Thematic,Open Ended Schemes,ok,467,2024-07-03,2026-05-26
152702,Kotak Special Opportunities Fund - Direct Plan - Growth Option,Kotak Special Opportunities Fund,INF174KA1SF3,Kotak Mahindra Mutual Fund,Equity Scheme - Sectoral/ Thematic,Open Ended Schemes,ok,465,2024-07-05,2026-05-26
152710,Edelweiss Business Cycle Fund - Direct Plan - Growth,Edelweiss Business Cycle Fund,INF754K01TA2,Edelweiss Mutual Fund,Equity Scheme - Sectoral/ Thematic,Open Ended Schemes,ok,448,2024-07-31,2026-05-26
152728,ICICI PRUDENTIAL ENERGY OPPORTUNITIES FUND - Direct Plan - Growth,ICICI PRUDENTIAL ENERGY OPPORTUNITIES FUND,INF109KC12W6,ICICI Prudential Mutual Fund,Equity Scheme - Sectoral/ Thematic,Open Ended Schemes,ok,454,2024-07-23,2026-05-26
152739,Franklin India Multi Cap Fund - Direct - Growth,Franklin India Multi Cap Fund,INF090I01XA7,Franklin Templeton Mutual Fund,Equity Scheme - Multi Cap Fund,Open Ended Schemes,ok,449,2024-07-29,2026-05-26
152756,Invesco India Manufacturing Fund - Direct Plan - Growth,Invesco India Manufacturing Fund,INF205KA1908,Invesco Mutual Fund,Equity Scheme - Sectoral/ Thematic,Open Ended Schemes,ok,436,2024-08-19,2026-05-26
152760,Motilal Oswal Manufacturing Fund - Direct Plan- Growth,Motilal Oswal Manufacturing Fund,INF247L01DA9,Motilal Oswal Mutual Fund,Equity Scheme - Sectoral/ Thematic,Open Ended Schemes,ok,438,2024-08-14,2026-05-26
152776,SBI Innovative Opportunities Fund - Direct Plan - Growth,SBI Innovative Opportunities Fund,INF200KB1324,SBI Mutual Fund,Equity Scheme - Sectoral/ Thematic,Open Ended Schemes,ok,437,2024-08-27,2026-05-26
152783,BAJAJ FINSERV LARGE CAP FUND - DIRECT PLAN - GROWTH,BAJAJ FINSERV LARGE CAP FUND,INF0QA701896,Bajaj Finserv Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,ok,432,2024-08-23,2026-05-26
152787,Union Multi Asset Allocation Fund- Direct Plan - Growth Option,Union Multi Asset Allocation Fund,INF582M01JY4,Union Mutual Fund,Hybrid Scheme - Multi Asset Allocation,Open Ended Schemes,ok,417,2024-09-13,2026-05-26
152789,Bank of India Business Cycle Fund - Direct Plan - Growth,Bank of India Business Cycle Fund,INF761K01GF3,Bank of India Mutual Fund,Equity Scheme - Sectoral/ Thematic,Open Ended Schemes,ok,426,2024-09-02,2026-05-26
152796,Motilal Oswal Business Cycle Fund - Direct Plan- Growth,Motilal Oswal Business Cycle Fund,INF247L01DG6,Motilal Oswal Mutual Fund,Equity Scheme - Sectoral/ Thematic,Open Ended Schemes,ok,426,2024-09-02,2026-05-26
152805,Axis Consumption Fund Direct Plan - Growth,Axis Consumption Fund,INF846K013X0,Axis Mutual Fund,Equity Scheme - Sectoral/ Thematic,Open Ended Schemes,ok,420,2024-09-18,2026-05-26
152815,PGIM India Multi Cap Fund - Direct Plan - Growth Option,PGIM India Multi Cap Fund,INF663L01Z03,PGIM India Mutual Fund,Equity Scheme - Multi Cap Fund,Open Ended Schemes,ok,417,2024-09-13,2026-05-26
152821,ITI Large & Midcap Fund - Direct Plan - Growth,ITI Large & Midcap Fund,INF00XX01DA4,ITI Mutual Fund,Equity Scheme - Large & Mid Cap Fund,Open Ended Schemes,ok,417,2024-09-13,2026-05-26
152829,HSBC India Export Opportunities Fund - Direct Growth,HSBC India Export Opportunities Fund - Direct Growth,INF336L01RO1,HSBC Mutual Fund,Equity Scheme - Sectoral/ Thematic,Open Ended Schemes,ok,406,2024-09-30,2026-05-26
152847,Samco Multi Cap Fund - Direct Plan - Growth,Samco Multi Cap Fund,INF0K1H01198,Samco Mutual Fund,Equity Scheme - Multi Cap Fund,Open Ended Schemes,ok,381,2024-11-06,2026-05-26
152849,WhiteOak Capital Arbitrage Fund Direct Plan Growth,WhiteOak Capital Arbitrage Fund Direct Plan Growth,INF03VN01910,WhiteOak Capital Mutual Fund,Hybrid Scheme - Arbitrage Fund,Open Ended Schemes,ok,420,2024-09-10,2026-05-26
152863,Invesco India Technology Fund - Direct Plan - Growth,Invesco India Technology Fund,INF205KA1965,Invesco Mutual Fund,Equity Scheme - Sectoral/ Thematic,Open Ended Schemes,ok,409,2024-09-25,2026-05-26
152878,Bandhan Business Cycle Fund - Direct Plan - Growth,Bandhan Business Cycle Fund,INF194KB1IQ6,Bandhan Mutual Fund,Equity Scheme - Sectoral/ Thematic,Open Ended Schemes,ok,411,2024-10-01,2026-05-26
152910,Kotak MNC Fund-Direct Plan-Growth,Kotak MNC Fund,INF174KA1TG9,Kotak Mahindra Mutual Fund,Equity Scheme - Sectoral/ Thematic,Open Ended Schemes,ok,384,2024-10-31,2026-05-26
152915,WhiteOak Capital Digital Bharat Fund Direct Plan Growth,WhiteOak Capital Digital Bharat Fund Direct Plan Growth,INF03VN01936,WhiteOak Capital Mutual Fund,Equity Scheme - Sectoral/ Thematic,Open Ended Schemes,ok,397,2024-10-14,2026-05-26
152920,LIC MF Manufacturing Fund-Direct Plan-Growth,LIC MF Manufacturing Fund,INF767K01RR2,LIC Mutual Fund,Equity Scheme - Sectoral/ Thematic,Open Ended Schemes,ok,395,2024-10-16,2026-05-26
152939,TRUSTMF SMALL CAP FUND -DIRECT PLAN-GROWTH,TRUSTMF SMALL CAP FUND,INF0GCD01800,Trust Mutual Fund,Equity Scheme - Small Cap Fund,Open Ended Schemes,ok,383,2024-11-05,2026-05-26
152941,Helios Large & Mid Cap Fund - Direct Plan - Growth Option,Helios Large & Mid Cap Fund,INF0R8701269,Helios Mutual Fund,Equity Scheme - Large & Mid Cap Fund,Open Ended Schemes,ok,383,2024-11-04,2026-05-26
152962,WhiteOak Capital ESG Best-In-Class Strategy Fund Direct Plan Growth,WhiteOak Capital ESG Best-In-Class Strategy Fund Direct Plan Growth,INF03VN01951,WhiteOak Capital Mutual Fund,Equity Scheme - Sectoral/ Thematic,Open Ended Schemes,ok,384,2024-10-31,2026-05-26
152964,Motilal Oswal Digital India Fund - Direct Plan - Growth,Motilal Oswal Digital India Fund,INF247L01DN2,Motilal Oswal Mutual Fund,Equity Scheme - Sectoral/ Thematic,Open Ended Schemes,ok,379,2024-11-08,2026-05-26
153034,Groww Multicap Fund - Direct - Growth,Groww Multicap Fund,INF666M01JD9,Groww Mutual Fund,Equity Scheme - Multi Cap Fund,Open Ended Schemes,ok,353,2024-12-18,2026-05-26
153035,Shriram Liquid Fund - Direct Plan Growth Option,Shriram Liquid Fund,INF680P01430,Shriram Mutual Fund,Debt Scheme - Liquid Fund,Open Ended Schemes,ok,486,2024-11-20,2026-05-26
153039,PGIM India Healthcare Fund - Direct Plan - Growth Option,PGIM India Healthcare Fund,INF663L01Z45,PGIM India Mutual Fund,Equity Scheme - Sectoral/ Thematic,Open Ended Schemes,ok,358,2024-12-11,2026-05-26
153043,Franklin India Arbitrage Fund - Direct - Growth,Franklin India Arbitrage Fund,INF090I01XS9,Franklin Templeton Mutual Fund,Hybrid Scheme - Arbitrage Fund,Open Ended Schemes,ok,373,2024-11-19,2026-05-26
153047,Invesco India Multi Asset Allocation Fund - Direct Plan - Growth,Invesco India Multi Asset Allocation Fund,INF205KA1AC1,Invesco Mutual Fund,Hybrid Scheme - Multi Asset Allocation,Open Ended Schemes,ok,352,2024-12-19,2026-05-26
153055,Tata India Innovation Fund- Direct Growth,Tata India Innovation Fund- Direct Growth,INF277KA1CU2,Tata Mutual Fund,Equity Scheme - Sectoral/ Thematic,Open Ended Schemes,ok,362,2024-12-05,2026-05-26
153070,ICICI Prudential Equity Minimum Variance Fund - Direct Plan - Growth,ICICI Prudential Equity Minimum Variance Fund,INF109KC10Y6,ICICI Prudential Mutual Fund,Equity Scheme - Sectoral/ Thematic,Open Ended Schemes,ok,360,2024-12-09,2026-05-26
153075,BAJAJ FINSERV CONSUMPTION FUND - DIRECT - GROWTH,BAJAJ FINSERV CONSUMPTION FUND,INF0QA701946,Bajaj Finserv Mutual Fund,Equity Scheme - Sectoral/ Thematic,Open Ended Schemes,ok,364,2024-12-03,2026-05-26
153076,Shriram Multi Sector Rotation Fund - Direct Plan Growth Option,Shriram Multi Sector Rotation Fund,INF680P01455,Shriram Mutual Fund,Equity Scheme - Sectoral/ Thematic,Open Ended Schemes,ok,356,2024-12-13,2026-05-26
153083,Axis Momentum Fund - Direct Plan - Growth Option,Axis Momentum Fund,INF846K011Z9,Axis Mutual Fund,Equity Scheme - Sectoral/ Thematic,Open Ended Schemes,ok,358,2024-12-18,2026-05-26
153090,Samco Arbitrage Fund - Direct Plan - Growth,Samco Arbitrage Fund,INF0K1H01214,Samco Mutual Fund,Hybrid Scheme - Arbitrage Fund,Open Ended Schemes,ok,366,2024-11-29,2026-05-26
153092,Samco Multi Asset Allocation Fund - Direct Plan - Growth,Samco Multi Asset Allocation Fund,INF0K1H01230,Samco Mutual Fund,Hybrid Scheme - Multi Asset Allocation,Open Ended Schemes,ok,345,2024-12-31,2026-05-26
153094,Quantum Ethical Fund - Direct Plan Growth Option,Quantum Ethical Fund,INF082J01473,Quantum Mutual Fund,Equity Scheme - Sectoral/ Thematic,Open Ended Schemes,ok,350,2024-12-20,2026-05-26
153109,Union Active Momentum Fund - Direct Plan - Growth Option,Union Active Momentum Fund,INF582M01KG9,Union Mutual Fund,Equity Scheme - Sectoral/ Thematic,Open Ended Schemes,ok,350,2024-12-23,2026-05-26
153118,Kotak Transportation & Logistics Fund-Direct Growth,Kotak Transportation & Logistics Fund-Direct Growth,INF174KA1TS4,Kotak Mahindra Mutual Fund,Equity Scheme - Sectoral/ Thematic,Open Ended Schemes,ok,350,2024-12-23,2026-05-26
153121,DSP Business Cycle Fund - Direct - Growth,DSP Business Cycle Fund,INF740KA1UX7,DSP Mutual Fund,Equity Scheme - Sectoral/ Thematic,Open Ended Schemes,ok,353,2024-12-18,2026-05-26
153124,Aditya Birla Sun Life Conglomerate Fund-Direct Growth,Aditya Birla Sun Life Conglomerate Fund-Direct Growth,INF209KC1373,Aditya Birla Sun Life Mutual Fund,Equity Scheme - Sectoral/ Thematic,Open Ended Schemes,ok,346,2024-12-30,2026-05-26
153139,Bank of India Consumption Fund - Direct - Growth,Bank of India Consumption Fund,INF761K01GI7,Bank of India Mutual Fund,Equity Scheme - Sectoral/ Thematic,Open Ended Schemes,ok,350,2024-12-23,2026-05-26
153154,SBI Quant Fund- Direct Plan- Growth,SBI Quant Fund,INF200KB1506,SBI Mutual Fund,Equity Scheme - Sectoral/ Thematic,Open Ended Schemes,ok,350,2024-12-31,2026-05-26
153157,BAJAJ FINSERV HEALTHCARE FUND - DIRECT - GROWTH,BAJAJ FINSERV HEALTHCARE FUND,INF0QA701AB9,Bajaj Finserv Mutual Fund,Equity Scheme - Sectoral/ Thematic,Open Ended Schemes,ok,346,2024-12-30,2026-05-26
153184,ICICI Prudential Rural Opportunities Fund - Direct Plan - Growth,ICICI Prudential Rural Opportunities Fund,INF109KC12Z9,ICICI Prudential Mutual Fund,Equity Scheme - Sectoral/ Thematic,Open Ended Schemes,ok,324,2025-01-29,2026-05-26
153187,Motilal Oswal Arbitrage Fund-Direct Plan-Growth,Motilal Oswal Arbitrage Fund,INF247L01ED1,Motilal Oswal Mutual Fund,Hybrid Scheme - Arbitrage Fund,Open Ended Schemes,ok,347,2024-12-27,2026-05-26
153189,WhiteOak Capital Quality Equity Fund Direct Plan Growth,WhiteOak Capital Quality Equity Fund Direct Plan Growth,INF03VN01977,WhiteOak Capital Mutual Fund,Equity Scheme - Sectoral/ Thematic,Open Ended Schemes,ok,323,2025-01-30,2026-05-26
153196,Mirae Asset Small Cap Fund - Direct Plan - Growth,Mirae Asset Small Cap Fund,INF769K01NJ4,Mirae Asset Mutual Fund,Equity Scheme - Small Cap Fund,Open Ended Schemes,ok,321,2025-02-03,2026-05-26
